hostname,default_flag,sy_snum,pl_orbsmax,pl_rade,pl_insol,st_refname,st_spectype,st_met,st_metratio,sy_refname,rastr,ra,decstr,dec,sy_kmag,sy_gaiamag,rowupdate
BD+20 2457,1,1,1.45,,,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,-1,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,6.42,9.22684,4/25/2018
BD+20 2457,1,1,2.01,,,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,-1,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,6.42,9.22684,5/14/2014
BD+20 274,1,1,1.3,,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,-0.46,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,6.169,8.91613,9/16/2015
BD+20 594,1,1,,2.57807,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,-0.15,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,9.368,10.8644,4/25/2018
BD+37 3172,1,1,4.65,,,<a refstr=NIEDZIELSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AcA....73..291N/abstract target=ref>Niedzielski et al. 2023</a>,,-0.03,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m15.72s,278.8155071,+38d06m55.40s,38.1153886,6.496,8.84772,10/30/2025
BD+42 2315,1,1,0.54,,,<a refstr=NIEDZIELSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AcA....73..291N/abstract target=ref>Niedzielski et al. 2023</a>,,-0.2,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m21.30s,187.5887597,+41d16m10.44s,41.2695674,7.229,9.43036,10/30/2025
BD+45 564,1,1,0.83,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K1,-0.09,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,7.557,9.41266,5/28/2021
BD+48 738,1,1,1,,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,-0.2,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,5.904,8.65569,8/12/2015
BD+48 740,1,1,1.7,,,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,,-0.13,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,5.645,8.26449,2/1/2018
BD+49 828,1,1,4.2,,,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,K0,-0.19,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,6.571,9.02851,2/5/2015
BD+55 362,1,1,0.78,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K3,0.18,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,7.331,9.15305,5/28/2021
BD+60 1417,1,1,1662,14.68376472,,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,K0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,7.288,9.17439,1/10/2022
BD+63 1405,1,1,2.06,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K0,-0.09,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,6.78,8.705,5/28/2021
BD-06 1339,1,1,0.0428,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,-0.14,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,6.305,9.10677,5/14/2014
BD-06 1339,1,1,0.435,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,-0.14,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,6.305,9.10677,5/14/2014
BD-08 2823,1,1,0.06,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,-0.06,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,7.323,9.50331,9/4/2018
BD-08 2823,1,1,0.68,,,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,-0.07,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,7.323,9.50331,5/14/2014
BD-10 3166,1,1,0.04,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,0.38,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,8.124,9.83981,9/4/2018
BD-11 4672,1,1,2.36,,,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,,-0.35,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,6.867,9.48511,7/17/2020
BD-11 4672,1,1,0.3,,,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,,-0.35,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,6.867,9.48511,7/17/2020
BD-13 2130,1,1,1.66,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,-0.08,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,7.151,9.69971,9/4/2018
BD-14 3065 A,1,3,0.0656,21.59,,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,,-0.34,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,9.932,10.91,6/25/2024
BD-17 63,1,1,,,,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,6.914,9.20112,9/13/2024
BD-210397,1,1,2.63,,0.02,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,K7 V,0.12,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,6.504,9.25962,6/27/2023
BD-210397,1,1,5.9,,,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,K7 V,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,6.504,9.25962,9/5/2023
BEBOP-3,1,2,1.444,,,<a refstr=BAYCROFT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.541.2801B/abstract target=ref>Baycroft et al. 2025</a>,,-0.02,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h23m36.64s,110.902655,+79d07m56.62s,79.1323952,7.86,9.1008,8/14/2025
BEBOP-4 A,1,2,3.634,,,<a refstr=TRIAUD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp.1782T/abstract target=ref>Triaud et al. 2025</a>,G3 V,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m18.54s,192.5772651,+26d09m34.33s,26.1595358,8.076,9.43326,11/20/2025
Barnard's star,1,1,0.0229,,,<a refstr=GONZALEZ_HERNANDEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241000569G/abstract target=ref>Gonzalez Hernandez et al. 2024</a>,M3.5-4 V,-0.56,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,4.524,8.19511,3/10/2025
Barnard's star,1,1,0.0274,,,<a refstr=GONZALEZ_HERNANDEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241000569G/abstract target=ref>Gonzalez Hernandez et al. 2024</a>,M3.5-4 V,-0.56,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,4.524,8.19511,3/10/2025
Barnard's star,1,1,0.0188,,,<a refstr=GONZALEZ_HERNANDEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241000569G/abstract target=ref>Gonzalez Hernandez et al. 2024</a>,M3.5-4 V,-0.56,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,4.524,8.19511,3/10/2025
Barnard's star,1,1,0.0381,,,<a refstr=GONZALEZ_HERNANDEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241000569G/abstract target=ref>Gonzalez Hernandez et al. 2024</a>,M3.5-4 V,-0.56,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,4.524,8.19511,3/10/2025
CD Cet,1,1,0.0185,,8.6,<a refstr=BAUER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..50B/abstract target=ref>Bauer et al. 2020</a>,M5.0 V,0.13,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,7.833,12.1232,11/2/2021
CD-35 2722,1,1,67,17.37392009,,<a refstr=WANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251119588W/abstract target=ref>Wang et al. 2025</a>,M1 V,-0.16,[m/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h09m19.20s,92.3300147,-35d49m31.94s,-35.8255375,7.046,10.2176,12/11/2025
CFBDSIR J145829+101343,1,1,2.6,,,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,,,,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,5/14/2014
CFHTWIR-Oph 98 A,1,1,200,20.8487041,,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,M9-L1,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,14.593,,5/17/2021
CHXR 73,1,1,210,,,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,M3.5,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,10.703,17.2934,5/14/2014
CI Tau,1,1,0.17,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,7.793,12.1454,4/5/2024
COCONUTS-2 A,1,1,,12.44196858,,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...916L..11Z/abstract target=ref>Zhang et al. 2021</a>,M3 V,0,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,6.579,10.146,11/4/2024
CT Cha,1,1,440,24.66,,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,8.661,11.7733,5/14/2014
CWISEP J193518.59-154620.3,1,1,2.48,,,<a refstr=DE_FURIO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...990L..63D/abstract target=ref>De Furio et al. 2025</a>,Y,,,<a refstr=DE_FURIO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...990L..63D/abstract target=ref>De Furio et al. 2025</a>,19h35m18.29212s,293.8262172,-15d46m21.2617s,-15.7725727,,,4/16/2026
CoRoT-1,1,1,,16.7,,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,G0 V,-0.3,[M/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,12.149,13.457,5/14/2014
CoRoT-10,1,1,0.1055,10.87,,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,K1 V,0.26,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,11.782,14.6645,5/14/2014
CoRoT-11,1,1,0.0436,16.03,,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,F6 V,-0.03,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,11.248,12.841,5/14/2014
CoRoT-12,1,1,0.04016,16.14,,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,,0.16,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,13.557,15.3453,5/14/2014
CoRoT-13,1,1,0.051,9.92,,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,G0 V,0.01,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,13.376,14.9147,5/14/2014
CoRoT-14,1,1,0.027,12.22,,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,F9 V,0.05,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,13.806,15.8116,5/14/2014
CoRoT-16,1,1,0.0618,13.11,,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,G5 V,0.19,[M/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,12.847,15.6507,5/14/2014
CoRoT-17,1,1,0.0461,11.43,,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,G2 V,0,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,12.472,15.4368,5/14/2014
CoRoT-18,1,1,0.0295,14.68,,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,G9 V,-0.1,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,13.014,14.8009,12/2/2019
CoRoT-19,1,1,0.0518,14.46,,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,F9 V,-0.02,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,11.837,13.7831,5/14/2014
CoRoT-2,1,2,0.02798,16.432,,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,10.31,12.2489,5/14/2014
CoRoT-20,1,1,0.09,,,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,12.513,14.4686,7/18/2018
CoRoT-20,1,1,2.9,,,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,12.513,14.4686,7/18/2018
CoRoT-21,1,1,0.0417,14.5717,,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,F8 IV,0,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,13.813,15.8558,12/3/2018
CoRoT-22,1,1,0.092,4.88,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,0.17,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,11.988,13.7305,8/21/2014
CoRoT-23,1,1,0.048,11.77,,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,0.05,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,12.364,15.0681,5/14/2014
CoRoT-24,1,1,0.056,3.7,,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,0.3,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,12.924,15.1801,6/6/2018
CoRoT-24,1,1,0.098,5,,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,0.3,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,12.924,15.1801,6/11/2014
CoRoT-25,1,1,0.0578,12.11,,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,F9,-0.01,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,12.846,14.711,5/14/2014
CoRoT-26,1,1,0.0526,14.12,,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,0.01,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,13.261,15.4682,5/14/2014
